,item1,item2,Support,Confidence,Lift,Conviction
0,"['chicken', 'butter']",['root vegetables'],0.002135231316725979,0.368421052631579,3.380056952081697,1.579952550415184
0,"['chocolate', 'butter']",['fruit/vegetable juice'],0.0020335536349771225,0.3278688524590164,4.535288556869799,1.4847793470308877
0,"['chocolate', 'whole milk']",['butter'],0.003355363497712252,0.20121951219512196,3.6311814723651827,1.2477077892089707
0,"['citrus fruit', 'butter']",['whipped/sour cream'],0.002338586680223691,0.25555555555555554,3.565090622537431,1.3401421969967144
0,"['butter', 'cream cheese ']",['yogurt'],0.002135231316725979,0.525,3.763392857142857,2.1007679340700505
0,"['curd', 'butter']",['whipped/sour cream'],0.002135231316725979,0.31343283582089554,4.372499206097174,1.4534117282995513
0,"['curd', 'butter']",['yogurt'],0.0029486527707168276,0.4328358208955224,3.1027261650929026,1.7579589543253151
0,"['other vegetables', 'butter']",['domestic eggs'],0.004575495678698526,0.2284263959390863,3.6002782116360796,1.2901225483637921
0,"['domestic eggs', 'butter']",['root vegetables'],0.003253685815963396,0.3368421052631579,3.0903377847604085,1.5030301563092614
0,"['butter', 'sausage']",['domestic eggs'],0.0020335536349771225,0.23529411764705885,3.7085218702865763,1.3050330452465684
0,"['tropical fruit', 'butter']",['domestic eggs'],0.002338586680223691,0.23469387755102042,3.6990613553113554,1.3036109134045077
0,"['whole milk', 'butter']",['domestic eggs'],0.005998983223182512,0.21771217712177124,3.4314090737061216,1.2706333752194225
0,"['yogurt', 'butter']",['domestic eggs'],0.0029486527707168276,0.2013888888888889,3.17413417022792,1.2484816869653632
0,"['butter', 'sausage']",['fruit/vegetable juice'],0.0020335536349771225,0.23529411764705885,3.25473649375362,1.3050330452465684
0,"['soda', 'butter']",['fruit/vegetable juice'],0.0020335536349771225,0.22988505747126436,3.1799149651615823,1.2958668781157758
0,"['fruit/vegetable juice', 'butter']",['tropical fruit'],0.002541942043721403,0.31645569620253167,3.0158350505347857,1.4592441958990003
0,"['fruit/vegetable juice', 'butter']",['whipped/sour cream'],0.002135231316725979,0.2658227848101266,3.7083221115001352,1.3591606332065285
0,"['fruit/vegetable juice', 'butter']",['yogurt'],0.0035587188612099642,0.44303797468354433,3.1758589511754067,1.7890650274991913
0,"['whole milk', 'hamburger meat']",['butter'],0.003050330452465684,0.20689655172413793,3.7336285985447644,1.2570234963860214
0,"['other vegetables', 'hard cheese']",['butter'],0.0020335536349771225,0.21505376344086022,3.8808325934694685,1.2713819111225635
0,"['butter', 'hard cheese']",['whipped/sour cream'],0.0020335536349771225,0.5128205128205128,7.154028005091834,2.048457442538731
0,"['whole milk', 'hard cheese']",['butter'],0.002135231316725979,0.21212121212121213,3.8279121490130668,1.2665206679441556
0,"['hygiene articles', 'other vegetables']",['butter'],0.002338586680223691,0.2446808510638298,4.415479211399571,1.3208475049585773
0,"['whole milk', 'hygiene articles']",['butter'],0.003050330452465684,0.2380952380952381,4.296636085626911,1.3084964412811388
0,"['other vegetables', 'long life bakery product']",['butter'],0.002440264361972547,0.22857142857142856,4.124770642201835,1.2931329906418874
0,"['napkins', 'butter']",['root vegetables'],0.0020335536349771225,0.40816326530612246,3.744669509594883,1.6862191679960732
0,"['onions', 'butter']",['root vegetables'],0.0020335536349771225,0.5,4.5872201492537314,1.9959328927300457
0,"['onions', 'whole milk']",['butter'],0.003050330452465684,0.25210084033613445,4.549379384781435,1.3330001199568156
0,"['other vegetables', 'butter']",['root vegetables'],0.0066090493136756485,0.3299492385786802,3.027099590878097,1.4825607370091356
0,"['waffles', 'other vegetables']",['butter'],0.0020335536349771225,0.20202020202020202,3.6456306181076825,1.2506161796219906
0,"['other vegetables', 'butter']",['whipped/sour cream'],0.005795627859684799,0.2893401015228426,4.036397019116535,1.3989875807974435
0,"['pip fruit', 'butter']",['whipped/sour cream'],0.0020335536349771225,0.2777777777777778,3.8750985027580773,1.3817996949669547
0,"['tropical fruit', 'butter']",['root vegetables'],0.0035587188612099642,0.35714285714285715,3.2765858208955225,1.5500197706603402
0,"['butter', 'root vegetables']",['whipped/sour cream'],0.0034570411794611084,0.2677165354330709,3.734740604232982,1.3608704921527788
0,"['butter', 'sausage']",['whipped/sour cream'],0.002541942043721403,0.29411764705882354,4.103045473508552,1.4130655821047282
0,"['whole milk', 'soft cheese']",['butter'],0.0020335536349771225,0.2702702702702703,4.877262583684602,1.3675836487224386
0,"['tropical fruit', 'butter']",['whipped/sour cream'],0.003050330452465684,0.30612244897959184,4.270516717325228,1.436780406112623
0,"['tropical fruit', 'butter']",['yogurt'],0.004575495678698526,0.45918367346938777,3.291597251145356,1.8405962532733497
0,"['whole milk', 'butter']",['whipped/sour cream'],0.006710726995424504,0.24354243542435425,3.397503336735495,1.3130799657767804
0,"['yogurt', 'butter']",['whipped/sour cream'],0.003863751906456533,0.2638888888888889,3.6813435776201735,1.3532416955233042
0,"['butter milk', 'other vegetables']",['fruit/vegetable juice'],0.002338586680223691,0.22549019607843138,3.1191224731805525,1.2881197994761668
0,"['butter milk', 'other vegetables']",['pip fruit'],0.003253685815963396,0.3137254901960784,4.147164242040902,1.452401772096739
0,"['butter milk', 'other vegetables']",['whipped/sour cream'],0.002338586680223691,0.22549019607843138,3.145668196356557,1.2881197994761668
0,"['butter milk', 'whole milk']",['pip fruit'],0.0026436197254702592,0.22807017543859648,3.0148792680626295,1.2920298562647319
0,"['butter milk', 'yogurt']",['pip fruit'],0.0020335536349771225,0.23809523809523808,3.1474014336917557,1.3098309608540926
0,"['butter milk', 'whole milk']",['whipped/sour cream'],0.0029486527707168276,0.2543859649122807,3.548774418315292,1.337221806872215
0,"['other vegetables', 'candy']",['chocolate'],0.0020335536349771225,0.29411764705882354,5.927555448408873,1.4137857990171159
0,"['tropical fruit', 'candy']",['yogurt'],0.002338586680223691,0.4339622641509434,3.110800924143242,1.7625351635316049
0,"['sausage', 'canned beer']",['shopping bags'],0.0026436197254702592,0.4193548387096774,4.256300143147242,1.7176693215839123
0,"['cat food', 'other vegetables']",['root vegetables'],0.0028469750889679717,0.43750000000000006,4.013817630597016,1.7727164887307236
0,"['cat food', 'other vegetables']",['yogurt'],0.0027452974072191155,0.42187500000000006,3.024154974489796,1.724981107187513
0,"['citrus fruit', 'chicken']",['domestic eggs'],0.0020335536349771225,0.29411764705882354,4.63565233785822,1.4137857990171159
0,"['citrus fruit', 'chicken']",['root vegetables'],0.003050330452465684,0.4411764705882353,4.0475471905179985,1.7840151981376928
0,"['yogurt', 'chicken']",['citrus fruit'],0.0027452974072191155,0.32926829268292684,3.9783214478336433,1.486816102047419
0,"['chicken', 'rolls/buns']",['domestic eggs'],0.0020335536349771225,0.2105263157894737,3.3181511470985154,1.2640908320623623
0,"['chicken', 'domestic eggs']",['root vegetables'],0.002440264361972547,0.3934426229508197,3.609615855150478,1.644625510105937
0,"['whole milk', 'chicken']",['domestic eggs'],0.003965429588205389,0.2254335260115607,3.5531069364161847,1.2859252289644814
0,"['yogurt', 'chicken']",['domestic eggs'],0.0020335536349771225,0.24390243902439027,3.8441994996873046,1.319891106482772
0,"['hamburger meat', 'chicken']",['other vegetables'],0.002440264361972547,0.6486486486486487,3.3523171095425432,2.839208478354386
0,"['pip fruit', 'chicken']",['other vegetables'],0.0028469750889679717,0.5957446808510639,3.078901175076308,2.4666416932009745
0,"['chicken', 'sausage']",['other vegetables'],0.00315200813421454,0.5961538461538461,3.0810158050042444,2.468385503667659
0,"['other vegetables', 'chicken']",['whipped/sour cream'],0.003863751906456533,0.21590909090909094,3.0120083816892333,1.2704346352497367
0,"['yogurt', 'chicken']",['other vegetables'],0.004880528723945094,0.5853658536585367,3.0252617817822953,2.3999940189598976
0,"['chicken', 'rolls/buns']",['whipped/sour cream'],0.002135231316725979,0.2210526315789474,3.0837625979843226,1.2810426084447437
0,"['chicken', 'sausage']",['root vegetables'],0.0022369089984748346,0.4230769230769231,3.8814939724454653,1.7294560244026438
0,"['tropical fruit', 'chicken']",['root vegetables'],0.002338586680223691,0.36507936507936506,3.349398839137645,1.5713167259786478
0,"['whole milk', 'chicken']",['root vegetables'],0.005998983223182512,0.34104046242774566,3.1288553619187303,1.508440139494644
0,"['yogurt', 'chicken']",['root vegetables'],0.003050330452465684,0.3658536585365854,3.356502548234438,1.5721129404403427
0,"['soda', 'chicken']",['whipped/sour cream'],0.0020335536349771225,0.24390243902439027,3.4025255146168485,1.319891106482772
0,"['whole milk', 'chicken']",['whipped/sour cream'],0.004168784951703101,0.23699421965317916,3.3061534046652725,1.305142425782995
0,"['yogurt', 'chicken']",['whipped/sour cream'],0.002440264361972547,0.29268292682926833,4.083030617540219,1.4103430745227286
0,"['chocolate', 'citrus fruit']",['tropical fruit'],0.0020335536349771225,0.31746031746031744,3.0254091300602926,1.4621368865348008
0,"['chocolate', 'other vegetables']",['fruit/vegetable juice'],0.0028469750889679717,0.22400000000000003,3.0985091420534463,1.2849910114832888
0,"['chocolate', 'yogurt']",['fruit/vegetable juice'],0.002440264361972547,0.26373626373626374,3.6481661798117497,1.3548945663143357
0,"['other vegetables', 'long life bakery product']",['chocolate'],0.002338586680223691,0.21904761904761905,4.414617486338798,1.2774932731533721
0,"['whole milk', 'long life bakery product']",['chocolate'],0.003050330452465684,0.22556390977443608,4.545944779982744,1.2873233597070102
0,"['chocolate', 'tropical fruit']",['pastry'],0.0022369089984748346,0.27499999999999997,3.0909999999999993,1.3762249531055517
0,"['chocolate', 'pip fruit']",['tropical fruit'],0.002135231316725979,0.35000000000000003,3.335513565891473,1.535176567205037
0,"['waffles', 'rolls/buns']",['chocolate'],0.0020335536349771225,0.2222222222222222,4.478597449908925,1.2830997167550293
0,"['chocolate', 'whipped/sour cream']",['yogurt'],0.0020335536349771225,0.4444444444444444,3.1859410430838997,1.7963396034570411
0,"['citrus fruit', 'curd']",['tropical fruit'],0.002338586680223691,0.32857142857142857,3.131298449612403,1.4858787006890284
0,"['citrus fruit', 'curd']",['yogurt'],0.003050330452465684,0.4285714285714286,3.072157434402332,1.7446619217081851
0,"['citrus fruit', 'frozen vegetables']",['root vegetables'],0.0026436197254702592,0.39999999999999997,3.669776119402985,1.6622606337908827
0,"['citrus fruit', 'fruit/vegetable juice']",['root vegetables'],0.0034570411794611084,0.3333333333333333,3.058146766169154,1.4948144382308082
0,"['soda', 'citrus fruit']",['fruit/vegetable juice'],0.003355363497712252,0.2619047619047619,3.622831692451946,1.35029273332568
0,"['citrus fruit', 'fruit/vegetable juice']",['tropical fruit'],0.003965429588205389,0.3823529411764706,3.643838349293206,1.612627399714334
0,"['citrus fruit', 'herbs']",['other vegetables'],0.002135231316725979,0.7241379310344829,3.7424574628082707,3.6172597864768696
0,"['citrus fruit', 'napkins']",['tropical fruit'],0.0028469750889679717,0.37333333333333335,3.5578811369509045,1.5912016354963276
0,"['other vegetables', 'oil']",['citrus fruit'],0.002541942043721403,0.25510204081632654,3.0822218322218324,1.3390532832837712
0,"['citrus fruit', 'oil']",['root vegetables'],0.002135231316725979,0.4285714285714286,3.931902985074627,1.7462633451957297
0,"['onions', 'citrus fruit']",['other vegetables'],0.0035587188612099642,0.6363636363636364,3.288826255195146,2.7402135231316724
0,"['citrus fruit', 'other vegetables']",['root vegetables'],0.010371123538383325,0.3591549295774648,3.295045459323103,1.544256048984061
0,"['tropical fruit', 'other vegetables']",['citrus fruit'],0.009049313675648195,0.2521246458923513,3.0462480250015664,1.3250211828503644
0,"['pip fruit', 'root vegetables']",['citrus fruit'],0.003863751906456533,0.24836601307189543,3.0008350596585895,1.3252943126809753
0,"['citrus fruit', 'shopping bags']",['pip fruit'],0.0026436197254702592,0.2708333333333333,3.5801691308243724,1.3678030358050692
0,"['citrus fruit', 'pip fruit']",['tropical fruit'],0.005592272496187087,0.4044117647058823,3.8540597925216593,1.6696228511175126
0,"['citrus fruit', 'pork']",['root vegetables'],0.002541942043721403,0.390625,3.583765741604478,1.636854248953893
0,"['citrus fruit', 'root vegetables']",['tropical fruit'],0.0056939501779359435,0.3218390804597701,3.0671389111645726,1.4661801073647387
0,"['whipped/sour cream', 'sausage']",['citrus fruit'],0.002338586680223691,0.25842696629213485,3.1223946111586565,1.3453312997796982
0,"['citrus fruit', 'whipped/sour cream']",['yogurt'],0.004575495678698526,0.42056074766355145,3.01473393095556,1.7179100316512785
0,"['soda', 'coffee']",['fruit/vegetable juice'],0.0026436197254702592,0.2653061224489796,3.669881454691582,1.3575128509292211
0,"['coffee', 'oil']",['other vegetables'],0.0020335536349771225,0.6060606060606061,3.1322154811382346,2.5332994407727503
0,"['coffee', 'root vegetables']",['pip fruit'],0.0020335536349771225,0.2777777777777778,3.671968339307049,1.3817996949669547
0,"['coffee', 'pip fruit']",['tropical fruit'],0.002440264361972547,0.35294117647058826,3.363543091655267,1.5416832278042245
0,"['tropical fruit', 'coffee']",['yogurt'],0.003050330452465684,0.4285714285714286,3.072157434402332,1.7446619217081851
0,"['other vegetables', 'cream cheese ']",['curd'],0.0027452974072191155,0.2,3.75381679389313,1.246568378240976
0,"['curd', 'cream cheese ']",['root vegetables'],0.0020335536349771225,0.4,3.6697761194029854,1.6632774106083714
0,"['curd', 'cream cheese ']",['yogurt'],0.002440264361972547,0.48000000000000004,3.440816326530612,1.9183841069962067
0,"['other vegetables', 'cream cheese ']",['domestic eggs'],0.0028469750889679717,0.20740740740740743,3.2689933523266856,1.2580902650746668
0,"['whole milk', 'cream cheese ']",['domestic eggs'],0.0034570411794611084,0.20987654320987653,3.3079099398543836,1.2612496822572445
0,"['fruit/vegetable juice', 'cream cheese ']",['yogurt'],0.002440264361972547,0.42857142857142855,3.072157434402332,1.7457295373665482
0,"['root vegetables', 'cream cheese ']",['other vegetables'],0.004473817996949669,0.5945945945945945,3.0729573504139975,2.455631248940857
0,"['other vegetables', 'cream cheese ']",['whipped/sour cream'],0.003355363497712252,0.24444444444444444,3.410086682427108,1.3190884894883221
0,"['pastry', 'cream cheese ']",['yogurt'],0.002135231316725979,0.47727272727272735,3.421266233766234,1.9089586879158287
0,"['whole milk', 'cream cheese ']",['pip fruit'],0.003965429588205389,0.24074074074074076,3.1823725607327757,1.3118504098106563
0,"['root vegetables', 'cream cheese ']",['whipped/sour cream'],0.002135231316725979,0.28378378378378377,3.958884416331225,1.39324514872759
0,"['root vegetables', 'cream cheese ']",['yogurt'],0.0037620742247076767,0.5,3.5841836734693873,1.9924758515505847
0,"['whole milk', 'cream cheese ']",['whipped/sour cream'],0.003965429588205389,0.24074074074074076,3.358418702390334,1.3118504098106563
0,"['whipped/sour cream', 'cream cheese ']",['yogurt'],0.003355363497712252,0.5238095238095238,3.7548590864917393,2.0929537366548043
0,"['whole milk', 'dessert']",['curd'],0.0027452974072191155,0.2,3.75381679389313,1.246568378240976
0,"['dessert', 'yogurt']",['curd'],0.0020335536349771225,0.2061855670103093,3.869914220508382,1.2571785103559379
0,"['other vegetables', 'curd']",['domestic eggs'],0.0034570411794611084,0.20118343195266275,3.170895918676984,1.2475241484494155
0,"['curd', 'domestic eggs']",['root vegetables'],0.002338586680223691,0.359375,3.2970644822761197,1.557325132986968
0,"['curd', 'domestic eggs']",['tropical fruit'],0.0022369089984748346,0.34375,3.2759508236434107,1.5204009005737527
0,"['curd', 'domestic eggs']",['yogurt'],0.0027452974072191155,0.42187500000000006,3.024154974489796,1.724981107187513
0,"['curd', 'frozen vegetables']",['yogurt'],0.002135231316725979,0.47727272727272735,3.421266233766234,1.9089586879158287
0,"['hamburger meat', 'curd']",['other vegetables'],0.0020335536349771225,0.6451612903225806,3.3342938992761852,2.8124508943014277
0,"['hamburger meat', 'curd']",['whole milk'],0.002541942043721403,0.8064516129032258,3.156168568604546,5.153533299440771
0,"['margarine', 'curd']",['yogurt'],0.0027452974072191155,0.43548387096774194,3.12170836076366,1.766565473164355
0,"['other vegetables', 'curd']",['whipped/sour cream'],0.004372140315200813,0.25443786982248523,3.5494985102186414,1.3354056213232623
0,"['curd', 'pastry']",['yogurt'],0.003253685815963396,0.4324324324324324,3.0998345284059563,1.756172077371874
0,"['pip fruit', 'curd']",['tropical fruit'],0.0027452974072191155,0.35064935064935066,3.3417019027484143,1.5357722419928825
0,"['pip fruit', 'curd']",['whipped/sour cream'],0.0022369089984748346,0.2857142857142857,3.985815602836879,1.3968683274021352
0,"['pip fruit', 'curd']",['yogurt'],0.003863751906456533,0.4935064935064935,3.5376358335542006,1.9667305411077651
0,"['curd', 'rolls/buns']",['whipped/sour cream'],0.002440264361972547,0.24242424242424243,3.381904147861595,1.3167788510421963
0,"['curd', 'root vegetables']",['whipped/sour cream'],0.002541942043721403,0.2336448598130841,3.259428647179691,1.3015611244063636
0,"['curd', 'root vegetables']",['yogurt'],0.004677173360447382,0.42990654205607476,3.0817280183101277,1.7458941385316744
0,"['curd', 'sausage']",['yogurt'],0.0035587188612099642,0.4666666666666667,3.345238095238095,1.8683274021352314
0,"['tropical fruit', 'curd']",['whipped/sour cream'],0.0028469750889679717,0.27722772277227725,3.8674250403763786,1.379622678301565
0,"['tropical fruit', 'curd']",['yogurt'],0.0052872394509405184,0.5148514851485149,3.6906445746615475,2.0503263023562246
0,"['whole milk', 'curd']",['whipped/sour cream'],0.005897305541433655,0.22568093385214008,3.148329055937302,1.2838411682203594
0,"['curd', 'whipped/sour cream']",['yogurt'],0.004575495678698526,0.43689320388349523,3.131810976817912,1.767736619743001
0,"['dessert', 'other vegetables']",['fruit/vegetable juice'],0.0026436197254702592,0.22807017543859648,3.1548103733313595,1.2920298562647319
0,"['dessert', 'yogurt']",['fruit/vegetable juice'],0.002338586680223691,0.2371134020618557,3.279901982107385,1.3077453661083556
0,"['dessert', 'other vegetables']",['pip fruit'],0.0027452974072191155,0.2368421052631579,3.1308361629881154,1.3067475413284717
0,"['dessert', 'root vegetables']",['other vegetables'],0.0034570411794611084,0.5964912280701754,3.0827594472255253,2.469693419685683
0,"['dessert', 'other vegetables']",['whipped/sour cream'],0.0028469750889679717,0.2456140350877193,3.4264028866492473,1.3218074981378798
0,"['dessert', 'pip fruit']",['yogurt'],0.002135231316725979,0.4285714285714286,3.072157434402332,1.7462633451957297
0,"['dessert', 'root vegetables']",['yogurt'],0.002440264361972547,0.4210526315789474,3.0182599355531687,1.7230577251929564
0,"['dessert', 'whipped/sour cream']",['yogurt'],0.002135231316725979,0.4375,3.136160714285714,1.7739818109924872
0,"['fruit/vegetable juice', 'root vegetables']",['domestic eggs'],0.002541942043721403,0.21186440677966098,3.339241090830073,1.2655919445036654
0,"['ham', 'other vegetables']",['domestic eggs'],0.0020335536349771225,0.2222222222222222,3.502492877492877,1.2830997167550293
0,"['whole milk', 'hard cheese']",['domestic eggs'],0.002135231316725979,0.21212121212121213,3.3432886557886556,1.2665206679441556
0,"['whole milk', 'hygiene articles']",['domestic eggs'],0.0027452974072191155,0.2142857142857143,3.3774038461538463,1.2692332578453576
0,"['other vegetables', 'margarine']",['domestic eggs'],0.003965429588205389,0.20103092783505158,3.1684922680412373,1.2466497203863753
0,"['margarine', 'root vegetables']",['domestic eggs'],0.002541942043721403,0.22935779816513757,3.6149582451187947,1.294320575205171
0,"['tropical fruit', 'margarine']",['domestic eggs'],0.0022369089984748346,0.23913043478260868,3.7689869007803782,1.3113457767448615
0,"['whole milk', 'margarine']",['domestic eggs'],0.005185561769191663,0.2142857142857143,3.3774038461538463,1.2661274668392106
0,"['onions', 'whole milk']",['domestic eggs'],0.0027452974072191155,0.22689075630252103,3.576074660633484,1.289927278353706
0,"['other vegetables', 'domestic eggs']",['root vegetables'],0.007320793085917641,0.32876712328767127,3.016254344714783,1.478889430708735
0,"['soft cheese', 'domestic eggs']",['other vegetables'],0.0020335536349771225,0.6451612903225806,3.3342938992761852,2.8124508943014277
0,"['other vegetables', 'sugar']",['domestic eggs'],0.002338586680223691,0.2169811320754717,3.419886913401064,1.274121804962606
0,"['other vegetables', 'domestic eggs']",['whipped/sour cream'],0.005083884087442806,0.228310502283105,3.185012468020337,1.2892699963600593
0,"['domestic eggs', 'root vegetables']",['whipped/sour cream'],0.003355363497712252,0.23404255319148937,3.264976610834465,1.301174942100209
0,"['whole milk', 'soft cheese']",['domestic eggs'],0.002135231316725979,0.28378378378378377,4.472778066528066,1.39324514872759
0,"['whole milk', 'sugar']",['domestic eggs'],0.0035587188612099642,0.23648648648648646,3.7273150554400547,1.305073536358769
0,"['yogurt', 'domestic eggs']",['whipped/sour cream'],0.0035587188612099642,0.24822695035460993,3.462853981188069,1.3254549117034848
0,"['other vegetables', 'flour']",['root vegetables'],0.002338586680223691,0.3709677419354839,3.4034214010592203,1.5860258365596445
0,"['other vegetables', 'flour']",['yogurt'],0.0027452974072191155,0.43548387096774194,3.12170836076366,1.766565473164355
0,"['whole milk', 'flour']",['root vegetables'],0.0029486527707168276,0.34939759036144574,3.2055273332134506,1.532504848519083
0,"['whole milk', 'flour']",['sugar'],0.0028469750889679717,0.3373493975903615,9.963457433336954,1.5047945648657393
0,"['whole milk', 'flour']",['whipped/sour cream'],0.002541942043721403,0.3012048192771084,4.201914039135264,1.4273968760408815
0,"['pip fruit', 'frankfurter']",['tropical fruit'],0.002338586680223691,0.323943661971831,3.0871956545474397,1.4757075072021693
0,"['yogurt', 'frankfurter']",['pip fruit'],0.002541942043721403,0.22727272727272727,3.0043377321603124,1.290828075002243
0,"['tropical fruit', 'frankfurter']",['whipped/sour cream'],0.0022369089984748346,0.23655913978494622,3.300083886219782,1.3069291191991808
0,"['whole milk', 'frozen fish']",['yogurt'],0.0022369089984748346,0.4489795918367347,3.218450645564348,1.8107552392249904
0,"['frozen meals', 'other vegetables']",['root vegetables'],0.002541942043721403,0.33783783783783783,3.099473073820089,1.5063652303829513
0,"['frozen meals', 'pip fruit']",['tropical fruit'],0.002135231316725979,0.4666666666666667,4.447351421188631,1.8709964412811388
